,id,title,all
2671,2604,Born on the Fourth of July,oliver stone tom cruise drama vietnam veteran
2672,864,Cool Runnings,jon turteltaub leon robinson comedy winter
2673,14435,My Bloody Valentine,patrick lussier jensen ackles mystery sheriff
2674,1931,Stomp the Yard,sylvain white columbus short drama love at first sight
2675,691,The Spy Who Loved Me,lewis gilbert roger moore adventure london england
2676,9877,Urban Legend,jamie blanks alicia witt horror college
2677,62008,Good Deeds,tyler perry tyler perry comedy african american
2678,12227,White Fang,randal kleiser klaus maria brandauer action based on novel
2680,71688,The Iron Lady,phyllida lloyd meryl streep history capitalism
2682,8291,Poetic Justice,john singleton janet jackson drama loss of lover
2683,13950,All About the Benjamins,kevin bray ice cube action record store
2684,12158,Vampire in Brooklyn,wes craven eddie murphy comedy vampire
2685,11586,Exorcist II: The Heretic,john boorman linda blair horror exorcism
2686,10008,An American Haunting,courtney solomon donald sutherland horror witch
2688,12403,A Perfect Getaway,david twohy milla jovovich thriller hawaii
2689,34563,Our Family Wedding,rick famuyiwa forest whitaker comedy interracial marriage
2690,14557,Dead Man on Campus,alan cohn tom everett scott comedy college
2691,10368,Tea with Mussolini,franco zeffirelli cher comedy italy
2692,10280,Thinner,tom holland robert john burke horror blow job
2693,12637,"New York, New York",martin scorsese liza minnelli drama new york
2694,34152,Crooklyn,spike lee alfre woodard comedy black people
2696,11470,Jason X,james isaac kane hodder horror places and planets
2697,10741,Bobby,emilio estevez anthony hopkins history hotel
2698,24940,Head Over Heels,mark waters monica potter comedy supermodel
2699,82679,Fun Size,josh schwartz victoria justice comedy halloween
2700,2013,The Diving Bell and the Butterfly,julian schnabel mathieu amalric drama writing
2701,1440,Little Children,todd field kate winslet romance skateboarding
2702,18041,Gossip,davis guggenheim joshua jackson drama college
2703,28029,A Walk on the Moon,tony goldwyn diane lane drama adultery
2704,1123,Catch a Fire,phillip noyce tim robbins action police brutality
2705,14033,Soul Survivors,stephen carpenter eliza dushku horror hallucination
2706,87729,Jefferson in Paris,james ivory nick nolte drama france
2709,245700,Mr. Turner,mike leigh timothy spall history painter
2710,37842,Wild Grass,alain resnais andré dussollier drama whiskey
2711,9045,Amen.,costa-gavras ulrich tukur drama vatican
2712,44092,Reign of Assassins,john woo michelle yeoh history martial arts
2713,16005,The Lucky Ones,neil burger tim robbins comedy friendship
2714,44754,Margaret,kenneth lonergan anna paquin drama new york
2715,23988,Stan Helsing,bo zenga diora baird comedy halloween
2716,43949,Flipped,rob reiner madeline carroll romance shyness
2717,142,Brokeback Mountain,ang lee heath ledger drama gay
2718,9603,Clueless,amy heckerling alicia silverstone comedy puberty
2719,10712,Far from Heaven,todd haynes julianne moore drama black people
2720,243938,Hot Tub Time Machine 2,steve pink rob corddry comedy time travel
2721,10876,Quills,philip kaufman geoffrey rush drama asylum
2722,86838,Seven Psychopaths,martin mcdonagh colin farrell comedy suicide
2723,25208,The Caveman's Valentine,kasi lemmons samuel l. jackson drama woman director
2724,613,Downfall,oliver hirschbiegel bruno ganz drama berlin
2725,1913,The Sea Inside,alejandro amenábar javier bardem drama brother brother relationship
2726,97370,Under the Skin,jonathan glazer scarlett johansson thriller male nudity
2727,801,"Good Morning, Vietnam",barry levinson robin williams comedy rock and roll
2729,54518,Justin Bieber: Never Say Never,jon m. chu justin bieber documentary manager
2730,44214,Black Swan,darren aronofsky natalie portman drama dancing
2731,240,The Godfather: Part II,francis ford coppola al pacino drama italo-american
2732,9816,Save the Last Dance,thomas carter julia stiles drama ballet dancer
2733,10131,A Nightmare on Elm Street 4: The Dream Master,renny harlin robert englund horror martial arts
2734,339984,Miracles from Heaven,patricia riggen jennifer garner drama miracle
2735,8859,"Dude, Where’s My Car?",danny leiner ashton kutcher comedy dude
2736,11967,Young Guns,christopher cain emilio estevez crime corruption
2737,239563,St. Vincent,theodore melfi bill murray comedy babysitter
2738,222899,About Last Night,steve pink kevin hart comedy duringcreditsstinger
2739,4951,10 Things I Hate About You,gil junger heath ledger comedy shakespeare
2740,10985,The New Guy,ed decter dj qualls comedy prison
2741,9644,National Lampoon's Loaded Weapon 1,gene quintano emilio estevez comedy cocaine
2742,332567,The Shallows,jaume collet-serra blake lively horror mexico
2743,1954,The Butterfly Effect,eric bress ashton kutcher science fiction amnesia
2745,15250,This Christmas,preston a. whitmore ii loretta devine comedy drama
2746,22345,Baby Geniuses,bob clark kathleen turner science fiction baby
2747,9448,The Big Hit,kirk wong mark wahlberg action bungee-jump
2748,38223,Harriet the Spy,bronwen hughes michelle trachtenberg comedy spy
2749,11186,Child's Play 2,john lafia alex vincent drama faithlessness
2750,136835,No Good Deed,sam miller idris elba crime sadistic
2751,5876,The Mist,frank darabont thomas jane science fiction father son relationship
2752,264660,Ex Machina,alex garland domhnall gleeson drama dancing
2753,492,Being John Malkovich,spike jonze john cusack fantasy individual
2755,238603,Earth to Echo,dave green teo halm family alien
2756,10691,Crazy/Beautiful,john stockwell kirsten dunst drama lovesickness
2757,1251,Letters from Iwo Jima,clint eastwood ken watanabe action world war ii
2758,5172,The Astronaut Farmer,michael polish billy bob thornton adventure nasa
2759,58680,Woo,daisy von scherler mayer jada pinkett smith comedy blind date
2760,264644,Room,lenny abrahamson brie larson drama based on novel
2762,11592,Serial Mom,john waters kathleen turner comedy housewife
2763,16406,Dick,andrew fleming kirsten dunst comedy richard nixon
2765,3682,54,mark christopher ryan phillippe music new york
2766,9683,Bubble Boy,blair hayes jake gyllenhaal adventure lovesickness
2767,2084,Birthday Girl,jez butterworth nicole kidman comedy female nudity
2768,107811,21 & Over,jon lucas miles teller comedy alcohol
2769,2266,"Paris, je t'aime",isabel coixet steve buscemi drama paris
2770,13074,Resurrecting the Champ,rod lurie samuel l. jackson drama sport
2771,144340,Admission,paul weitz tina fey comedy princeton university
2772,48217,The Widow of Saint-Pierre,patrice leconte daniel auteuil romance france
2773,28211,Chloe,atom egoyan julianne moore drama toronto
2774,47502,Faithful,paul mazursky cher comedy kitchen
2775,9950,Find Me Guilty,sidney lumet vin diesel drama court case
2776,84892,The Perks of Being a Wallflower,stephen chbosky logan lerman drama shyness
2777,24227,Excessive Force,jon hess thomas ian griffith action police
2778,9672,Infamous,douglas mcgrath sigourney weaver drama killing
2780,157544,The Vatican Tapes,mark neveldine olivia taylor dudley thriller exorcism
2781,59678,Attack the Block,joe cornish nick frost action street gang
2782,79777,In the Land of Blood and Honey,angelina jolie zana marjanović drama muslim
2783,158011,The Call,brad anderson halle berry crime underground
2784,407887,Operation Chromite,john h. lee lee jung-jae history korea
2785,17043,The Crocodile Hunter: Collision Course,john stainton steve irwin family crocodile
2786,8952,I Love You Phillip Morris,glenn ficarra jim carrey comedy judge
2787,62204,Quest for Fire,jean-jacques annaud everett mcgill adventure stone age
2788,13435,Antwone Fisher,denzel washington derek luke drama u.s. navy
2790,319,True Romance,tony scott christian slater action father son relationship
2792,9504,Glengarry Glen Ross,james foley al pacino crime robbery
2793,37414,The Killer Inside Me,michael winterbottom casey affleck crime sheriff
2794,6217,Cat People,paul schrader nastassja kinski drama shotgun
2795,26688,Sorority Row,stewart hendler rumer willis horror female nudity
2796,43867,The Prisoner of Zenda,john cromwell ronald colman adventure kidnapping
2797,6615,Lars and the Real Girl,craig gillespie ryan gosling comedy garage
2798,14574,The Boy in the Striped Pyjamas,mark herman asa butterfield war nationalism
2799,16,Dancer in the Dark,lars von trier björk drama individual
2800,39780,Oscar and Lucinda,gillian armstrong ralph fiennes drama minister
2801,21612,The Funeral,abel ferrara christopher walken crime suicide
2802,36691,Solitary Man,brian koppelman michael douglas comedy infidelity
2803,23631,Machete,robert rodriguez danny trejo action illegal immigration
2804,45324,Casino Jack,george hickenlooper kevin spacey crime biography
2805,12144,The Land Before Time,don bluth gabriel damon animation vulkan
2806,11658,Tae Guk Gi: The Brotherhood of War,kang je-gyu jang dong-gun action archaeologist
2807,56601,The Perfect Game,william dear clifton collins jr drama baseball
2808,9552,The Exorcist,william friedkin linda blair drama exorcism
2809,578,Jaws,steven spielberg roy scheider horror fishing
2810,2105,American Pie,chris weitz jason biggs comedy graduation
2811,126319,Ernest & Celestine,stéphane aubier anne-marie loop animation mouse
2812,10136,The Golden Child,michael ritchie eddie murphy action monk
2813,67660,Think Like a Man,tim story michael ealy comedy advice
2814,10611,Barbershop,tim story ice cube comedy hairdresser
2815,154,Star Trek II: The Wrath of Khan,nicholas meyer william shatner action uss enterprise
2816,3049,Ace Ventura: Pet Detective,tom shadyac jim carrey comedy dolphin
2817,860,WarGames,john badham matthew broderick thriller video game
2818,9281,Witness,peter weir harrison ford crime corruption
2819,75674,Act of Valor,mike mccoy roselyn sánchez action submarine
2820,9762,Step Up,anne fletcher channing tatum music dancing
2821,3179,Beavis and Butt-Head Do America,mike judge mike judge animation washington d.c.
2822,184,Jackie Brown,quentin tarantino pam grier comedy airport
2823,13335,Harold & Kumar Escape from Guantanamo Bay,jon hurwitz john cho comedy terrorist
2824,76726,Chronicle,josh trank dane dehaan science fiction seattle
2825,10269,Yentl,barbra streisand barbra streisand music studies
2826,36819,Time Bandits,terry gilliam sean connery family treasure
2827,17130,Crossroads,tamra davis britney spears action dancing
2828,57214,Project X,nima nourizadeh oliver cooper comedy vandalism
2829,11202,Patton,franklin j. schaffner george c. scott drama general
2830,9357,One Hour Photo,mark romanek robin williams horror sexual abuse
2831,13812,Quarantine,john erick dowdle jennifer carpenter horror quarantine
2832,9030,The Eye,david moreau jessica alba drama sister sister relationship
2834,8386,How High,jesse dylan method man comedy carpet
2835,10437,The Muppet Christmas Carol,brian henson michael caine comedy holiday
2836,1360,Frida,julie taymor salma hayek drama painter
2837,101267,Katy Perry: Part of Me,dan cutforth katy perry documentary woman director
2838,222935,The Fault in Our Stars,josh boone shailene woodley romance amsterdam
2839,10220,Rounders,john dahl matt damon drama gambling
2840,284296,Top Five,chris rock chris rock drama comedian
2841,31915,Prophecy,john frankenheimer talia shire horror monster
2842,11601,Stir of Echoes,david koepp kevin bacon horror secret
2843,205220,Philomena,stephen frears judi dench drama mother
2844,11354,The Upside of Anger,mike binder joan allen comedy sex
2845,16241,The Boys from Brazil,franklin j. schaffner gregory peck horror paraguay
2846,14191,Aquamarine,elizabeth allen rosenbaum emma roberts fantasy female friendship
2847,286565,Paper Towns,jake schreier nat wolff drama friendship
2848,26710,My Baby's Daddy,cheryl dunye eddie griffin comedy birth
2849,129670,Nebraska,alexander payne bruce dern drama montana
2850,9059,Tales from the Crypt: Demon Knight,ernest r. dickerson billy zane horror prostitute
2852,57157,Young Adult,jason reitman charlize theron comedy jealousy
2853,1948,Crank,brian taylor jason statham action poison
2855,46889,Living Out Loud,richard lagravenese holly hunter comedy female protagonist
2856,38093,Just Wright,sanaa hamri queen latifah comedy woman director
2857,14976,Rachel Getting Married,jonathan demme anne hathaway drama sister
2858,11027,The Postman Always Rings Twice,bob rafelson jack nicholson romance sex
2859,3635,Girl with a Pearl Earring,peter webber scarlett johansson drama painter
2860,387,Das Boot,wolfgang petersen jürgen prochnow action terror
2861,6020,Sorority Boys,wallace wolodarsky barry watson comedy sorority
2862,122906,About Time,richard curtis domhnall gleeson comedy london england
2863,9550,House of Flying Daggers,zhang yimou takeshi kaneshiro adventure martial arts
2864,60599,Arbitrage,nicholas jarecki richard gere drama cover-up
2865,227719,Project Almanac,dean israelite jonny weston science fiction time travel
2866,14299,Cadillac Records,darnell martin adrien brody drama woman director
2868,12088,Fortress,stuart gordon christopher lambert action prison
2870,9466,Celebrity,woody allen kenneth branagh drama exzentrik
2871,7510,Running with Scissors,ryan murphy annette bening drama gay
2872,31246,From Justin to Kelly,robert iscove kelly clarkson comedy musical
